timestamp,open,high,low,close,volume
2026-08-05T00:00:00+00:00,1868.45,1927.15,1854.6,1907.4,1274953.0
2026-08-06T00:00:00+00:00,1907.9,1919.55,1892.0,1902.95,1620091.0
2026-08-07T00:00:00+00:00,1901.8,1941.4,1893.35,1913.65,1684776.0
2026-08-08T00:00:00+00:00,1912.85,1925.85,1911.2,1915.95,1288430.0
2026-08-09T00:00:00+00:00,1915.85,1937.35,1905.65,1908.55,1576357.0
2026-08-10T00:00:00+00:00,1909.15,1930.25,1867.1,1872.1,2068442.0
2026-08-11T00:00:00+00:00,1871.9,1897.15,1852.9,1882.25,1791456.0
2026-08-12T00:00:00+00:00,1881.65,1924.55,1879.35,1885.8,1935121.0
2026-08-13T00:00:00+00:00,1885.8,2100.0,1862.95,1885.35,1017782.0
2026-08-14T00:00:00+00:00,1886.1,1890.45,1863.2,1881.1,1127615.0
2026-08-15T00:00:00+00:00,1880.85,1885.9,1875.0,1881.65,889427.0
2026-08-16T00:00:00+00:00,1881.5,1891.4,1865.95,1875.15,1131694.0
2026-08-17T00:00:00+00:00,1875.2,1917.95,1872.05,1912.75,1424516.0
2026-08-18T00:00:00+00:00,1913.55,1922.45,1884.75,1917.05,1358280.0
2026-08-19T00:00:00+00:00,1918.05,2334.1,1905.4,2252.65,2628100.0
2026-08-20T00:00:00+00:00,2252.5,2285.85,2222.65,2277.3,705189.0
